,Linkage,Weight
659,"['World', 'Center']",1.0
660,"['World', 'attack']",14.388563846875021
661,"['World', 'September']",1.0
662,"['Trade', 'Center']",1.0
663,"['Trade', 'attack']",14.388563846875021
664,"['Trade', 'September']",1.0
665,"['Center', 'attack']",14.388563846875021
666,"['Center', 'September']",1.0
667,"['attack', 'September']",14.388563846875021
668,"['people', 'vote']",408.80035785528463
669,"['people', 'November']",22.958583192375006
652,"['Oval', 'September']",1.0
650,"['Oval', 'Center']",1.0
631,"['know', 'Center']",16.3782779767461
649,"['Oval', 'Trade']",1.0
632,"['know', 'attack']",235.6598983702783
633,"['President', 'Oval']",1.0
634,"['President', 'Office']",1.0
635,"['President', 'World']",1.0
636,"['President', 'Trade']",1.0
637,"['President', 'Center']",1.0
638,"['President', 'attack']",14.388563846875021
639,"['President', 'September']",1.0
640,"['Obama', 'Oval']",1.0
641,"['Obama', 'Office']",1.0
642,"['Obama', 'World']",1.0
643,"['Obama', 'Trade']",1.0
644,"['Obama', 'Center']",1.0
645,"['Obama', 'attack']",14.388563846875021
646,"['Obama', 'September']",1.0
647,"['Oval', 'Office']",1.0
648,"['Oval', 'World']",1.0
589,"['claim', 'Center']",7.320985455818584
588,"['claim', 'Trade']",7.320985455818584
587,"['claim', 'World']",7.320985455818584
526,"['Muslims', 'month']",9.173902337351548
528,"['Muslims', 'mind']",3.5567701254970396
529,"['jewelry', 'holy']",0.03175282046988331
530,"['jewelry', 'month']",2.090002148874998
531,"['jewelry', 'mind']",0.8103048116260263
532,"['holy', 'month']",1.2786267916393537
533,"['holy', 'man']",1.2504629780317917
534,"['holy', 'mind']",0.49573032357742536
535,"['month', 'man']",82.30671393912486
536,"['month', 'mind']",32.62946176771945
537,"['man', 'mind']",31.91074534057272
538,"['president', 'sans']",2.835463752270498
539,"['president', 'prof']",2.835463752270498
540,"['president', 'nothing']",119.38864127861235
541,"['sans', 'watch']",0.9133005456994705
542,"['sans', 'ring']",0.10101429280477112
543,"['sans', 'prof']",0.01297553427020956
544,"['sans', 'nothing']",0.5463414600676603
527,"['Muslims', 'man']",8.971832368872409
525,"['Muslims', 'holy']",0.13937654278631506
586,"['claim', 'Office']",7.320985455818584
524,"['Muslims', 'jewelry']",0.2278204053214686
507,"['watch', 'Ramadan']",8.017723824261898
345,"['believe', 'way']",97.88066220887656
509,"['ring', 'Ramadan']",0.8867888077210093
510,"['observance', 'Ramadan']",0.1139102026607343
511,"['restriction', 'prohibit']",0.5804039279126377
512,"['restriction', 'Muslims']",0.9851029397383003
513,"['restriction', 'jewelry']",0.22442655101454984
514,"['restriction', 'holy']",0.13730024202935995
515,"['restriction', 'month']",9.037238161397074
516,"['restriction', 'man']",8.83817844141545
517,"['restriction', 'mind']",3.5037847066004972
518,"['prohibit', 'Muslims']",0.5891809926654226
519,"['prohibit', 'jewelry']",0.1342274525567418
520,"['prohibit', 'holy']",0.08211800983311585
521,"['prohibit', 'month']",5.405088885736425
522,"['prohibit', 'man']",5.286033101120015
523,"['prohibit', 'mind']",2.0955813532230656
545,"['watch', 'prof']",0.9133005456994705
546,"['watch', 'nothing']",38.454983296035095
547,"['ring', 'prof']",0.10101429280477112
548,"['ring', 'nothing']",4.253258098617737
569,"['guy', 'know']",45.23369069744295
570,"['guy', 'President']",2.7618099266397724
571,"['guy', 'Obama']",2.7618099266397724
572,"['guy', 'Oval']",2.7618099266397724
573,"['guy', 'Office']",2.7618099266397724
574,"['guy', 'World']",2.7618099266397724
575,"['guy', 'Trade']",2.7618099266397724
576,"['guy', 'Center']",2.7618099266397724
577,"['guy', 'attack']",39.73847846238959
578,"['guy', 'September']",2.7618099266397724
579,"['claim', 'Hillary']",7.320985455818584
580,"['claim', 'AIDS']",7.320985455818584
581,"['claim', 'demand']",14.177963601009266
582,"['claim', 'know']",119.90513485911204
583,"['claim', 'President']",7.320985455818584
584,"['claim', 'Obama']",7.320985455818584
585,"['claim', 'Oval']",7.320985455818584
568,"['guy', 'demand']",5.348575113160979
567,"['guy', 'AIDS']",2.7618099266397724
566,"['guy', 'Hillary']",2.7618099266397724
556,"['winner', 'President']",2.2128007668596243
549,"['prof', 'nothing']",0.5463414600676603
550,"['winner', 'guy']",6.111335123589011
551,"['winner', 'claim']",16.19988223080352
552,"['winner', 'Hillary']",2.2128007668596243
553,"['winner', 'AIDS']",2.2128007668596243
554,"['winner', 'demand']",4.285353238051642
555,"['winner', 'know']",36.24186606678387
557,"['winner', 'Obama']",2.2128007668596243
565,"['guy', 'claim']",20.219170304665166
558,"['winner', 'Oval']",2.2128007668596243
559,"['winner', 'Office']",2.2128007668596243
560,"['winner', 'World']",2.2128007668596243
561,"['winner', 'Trade']",2.2128007668596243
562,"['winner', 'Center']",2.2128007668596243
563,"['winner', 'attack']",31.83902511437371
564,"['winner', 'September']",2.2128007668596243
346,"['believe', 'jewelry']",2.016687460160894
335,"['believe', 'candidate']",153.95649829826215
344,"['believe', 'Muslim']",8.852093197337718
123,"['offer', 'idea']",28.510165051872992
105,"['ask', 'idea']",47.69453724005754
106,"['ask', 'conspiracy']",26.95381760396972
107,"['ask', 'go']",213.8787097690259
108,"['ask', 'Hannity']",9.65505943877258
109,"['ask', 'touch']",7.892967944502915
110,"['Trump', 'voter']",20.242735149528
111,"['Trump', 'offer']",5.771464702541652
112,"['Trump', 'idea']",4.9398491581032475
113,"['Trump', 'conspiracy']",2.7916780600779276
114,"['Trump', 'go']",22.151982711793195
115,"['Trump', 'Hannity']",1.0
116,"['Trump', 'touch']",0.8174955311830089
117,"['voter', 'offer']",116.83023139840006
118,"['voter', 'idea']",99.9960581861029
119,"['voter', 'conspiracy']",56.5111995929056
120,"['voter', 'go']",448.41671907175265
121,"['voter', 'Hannity']",20.242735149528
104,"['ask', 'offer']",55.72383475181756
103,"['ask', 'voter']",195.44481107202378
102,"['ask', 'Trump']",9.65505943877258
92,"['conspiracy', 'believe']",24.71219436477278
85,"['blame', 'Fox']",2.835348185128843
86,"['blame', 'News']",2.835348185128843
87,"['people', 'conspiracy']",64.09297298862717
88,"['people', 'believe']",203.23151809773486
89,"['people', 'medium']",155.9008377961874
90,"['people', 'Fox']",22.958583192375006
91,"['people', 'News']",22.958583192375006
93,"['conspiracy', 'medium']",18.95696022600954
101,"['Fox', 'News']",1.0
94,"['conspiracy', 'Fox']",2.7916780600779276
95,"['conspiracy', 'News']",2.7916780600779276
96,"['believe', 'medium']",60.110361957057634
97,"['believe', 'Fox']",8.852093197337718
98,"['believe', 'News']",8.852093197337718
99,"['medium', 'Fox']",6.790525203139064
100,"['medium', 'News']",6.790525203139064
122,"['voter', 'touch']",16.548345523660355
124,"['offer', 'conspiracy']",16.112071384599712
171,"['Trump', 'laugh']",0.9749792443062689
125,"['offer', 'go']",127.84938631242734
147,"['Jordan', 'Klepper']",1.0
148,"['Jordan', 'visit']",4.237370227106072
149,"['Jordan', 'Trump']",1.0
150,"['Jordan', 'rally']",4.048922950081108
151,"['Jordan', 'talk']",9.648468305650557
153,"['Jordan', 'laugh']",0.9749792443062689
154,"['Jordan', 'cry']",0.7911689265636901
155,"['Klepper', 'visit']",4.237370227106072
157,"['Klepper', 'rally']",4.048922950081108
160,"['Klepper', 'laugh']",0.9749792443062689
161,"['Klepper', 'cry']",0.7911689265636901
162,"['visit', 'Trump']",4.237370227106072
163,"['visit', 'rally']",17.156785560520174
164,"['visit', 'talk']",40.88413233554024
166,"['visit', 'laugh']",4.131348021869761
167,"['visit', 'cry']",3.3524756540324505
168,"['Trump', 'rally']",4.048922950081108
146,"['Reporter', 'cry']",0.7911689265636901
145,"['Reporter', 'laugh']",0.9749792443062689
143,"['Reporter', 'talk']",9.648468305650557
133,"['conspiracy', 'Hannity']",2.7916780600779276
126,"['offer', 'Hannity']",5.771464702541652
127,"['offer', 'touch']",4.718146602708274
128,"['idea', 'conspiracy']",13.790468514771257
129,"['idea', 'go']",109.42745314916931
130,"['idea', 'Hannity']",4.9398491581032475
131,"['idea', 'touch']",4.038304611467553
132,"['conspiracy', 'go']",61.84120412373862
134,"['conspiracy', 'touch']",2.282184338615357
142,"['Reporter', 'rally']",4.048922950081108
135,"['go', 'Hannity']",22.151982711793195
136,"['go', 'touch']",18.109146873734208
137,"['Hannity', 'touch']",0.8174955311830089
138,"['Reporter', 'Jordan']",1.0
139,"['Reporter', 'Klepper']",1.0
140,"['Reporter', 'visit']",4.237370227106072
141,"['Reporter', 'Trump']",1.0
84,"['blame', 'medium']",19.253503310792016
83,"['blame', 'believe']",25.098766381662877
82,"['blame', 'conspiracy']",7.915379321105962
81,"['blame', 'people']",65.09557718763003
24,"['know', 'Daily']",16.3782779767461
25,"['know', 'Show']",16.3782779767461
26,"['fill', 'volumes']",0.12994990952963525
27,"['fill', 'evidence']",4.330114397415957
28,"['fill', 'conversation']",4.065277394185698
29,"['fill', 'share']",4.74074281079002
30,"['fill', 'September']",1.1408100986061187
31,"['fill', 'episode']",1.126640580986288
32,"['fill', 'Comedy']",1.1408100986061187
33,"['fill', 'Central']",1.1408100986061187
34,"['fill', 'Daily']",1.1408100986061187
35,"['fill', 'Show']",1.1408100986061187
36,"['volumes', 'evidence']",0.43236311561098373
37,"['volumes', 'conversation']",0.4059190678708032
38,"['volumes', 'share']",0.4733644758223338
39,"['volumes', 'September']",0.1139102026607343
40,"['volumes', 'episode']",0.11249537242242219
23,"['know', 'Central']",16.3782779767461
22,"['know', 'Comedy']",16.3782779767461
21,"['know', 'episode']",16.17485034347257
10,"['Trump', 'sure']",1.104192446423166
2,"['thing', 'supporter']",75.35441193721036
3,"['thing', 'sure']",11.607707687210281
4,"['thing', 'know']",172.1749354379155
6,"['say', 'supporter']",504.9395836509041
7,"['say', 'sure']",77.78165784911494
8,"['say', 'know']",1153.7206379844627
9,"['Trump', 'supporter']",7.168148501655149
11,"['Trump', 'know']",16.3782779767461
19,"['know', 'share']",68.06146234701919
12,"['supporter', 'sure']",7.915015430367151
13,"['supporter', 'know']",117.40192873870409
14,"['sure', 'know']",18.08477082734194
15,"['know', 'fill']",18.68450491365014
16,"['know', 'volumes']",1.8656529635649899
17,"['know', 'evidence']",62.16618993699414
18,"['know', 'conversation']",58.36400229618224
41,"['volumes', 'Comedy']",0.1139102026607343
42,"['volumes', 'Central']",0.1139102026607343
43,"['volumes', 'Daily']",0.1139102026607343
72,"['episode', 'Central']",0.987579424798971
65,"['share', 'Show']",4.155593307407099
66,"['September', 'episode']",0.987579424798971
67,"['September', 'Comedy']",1.0
68,"['September', 'Central']",1.0
69,"['September', 'Daily']",1.0
70,"['September', 'Show']",1.0
71,"['episode', 'Comedy']",0.987579424798971
73,"['episode', 'Daily']",0.987579424798971
63,"['share', 'Central']",4.155593307407099
74,"['episode', 'Show']",0.987579424798971
75,"['Comedy', 'Central']",1.0
76,"['Comedy', 'Daily']",1.0
77,"['Comedy', 'Show']",1.0
78,"['Central', 'Daily']",1.0
79,"['Central', 'Show']",1.0
80,"['Daily', 'Show']",1.0
64,"['share', 'Daily']",4.155593307407099
62,"['share', 'Comedy']",4.155593307407099
44,"['volumes', 'Show']",0.1139102026607343
52,"['evidence', 'Show']",3.7956487260295475
45,"['evidence', 'conversation']",13.525796257458643
46,"['evidence', 'share']",15.773172443156671
47,"['evidence', 'September']",3.7956487260295475
48,"['evidence', 'episode']",3.7485045855912076
49,"['evidence', 'Comedy']",3.7956487260295475
50,"['evidence', 'Central']",3.7956487260295475
51,"['evidence', 'Daily']",3.7956487260295475
53,"['conversation', 'share']",14.80845896496945
61,"['share', 'episode']",4.103978448227557
54,"['conversation', 'September']",3.5635005327817444
55,"['conversation', 'episode']",3.519239806435422
56,"['conversation', 'Comedy']",3.5635005327817444
57,"['conversation', 'Central']",3.5635005327817444
58,"['conversation', 'Daily']",3.5635005327817444
59,"['conversation', 'Show']",3.5635005327817444
60,"['share', 'September']",4.155593307407099
169,"['Trump', 'talk']",9.648468305650557
172,"['Trump', 'cry']",0.7911689265636901
343,"['believe', 'reveal']",20.68645061906872
302,"['take', 'Klepper']",16.9290726927823
284,"['star', 'Klepper']",2.1899393596925307
285,"['star', 'find']",18.422241463954162
286,"['star', 'people']",50.277904975757416
287,"['star', 'appear']",13.276896323461715
288,"['star', 'reality']",7.245467986367758
289,"['er', 'johnson.']",0.1139102026607343
290,"['er', 'take']",1.9283941012931347
291,"['er', 'Klepper']",0.1139102026607343
292,"['er', 'find']",0.958237153616267
293,"['er', 'people']",2.615216864246765
294,"['er', 'appear']",0.690600835231995
295,"['er', 'reality']",0.3768746942905721
296,"['johnson.', 'take']",16.9290726927823
297,"['johnson.', 'Klepper']",1.0
298,"['johnson.', 'find']",8.412215334830394
299,"['johnson.', 'people']",22.958583192375006
300,"['johnson.', 'appear']",6.062677610089533
283,"['star', 'take']",37.07364261301998
282,"['star', 'johnson.']",2.1899393596925307
281,"['star', 'er']",0.24945643627729489
271,"['assume', 'reality']",3.1567982990930257
264,"['assume', 'er']",0.10868637543076738
265,"['assume', 'johnson.']",0.9541408310410494
266,"['assume', 'take']",16.152719487845637
267,"['assume', 'Klepper']",0.9541408310410494
268,"['assume', 'find']",8.026438130471332
269,"['assume', 'people']",21.905721646697756
270,"['assume', 'appear']",5.784648253224791
272,"['NBA', 'star']",2.1899393596925307
280,"['NBA', 'reality']",3.308524482333167
273,"['NBA', 'er']",0.1139102026607343
274,"['NBA', 'johnson.']",1.0
275,"['NBA', 'take']",16.9290726927823
276,"['NBA', 'Klepper']",1.0
277,"['NBA', 'find']",8.412215334830394
278,"['NBA', 'people']",22.958583192375006
279,"['NBA', 'appear']",6.062677610089533
301,"['johnson.', 'reality']",3.308524482333167
303,"['take', 'find']",142.41100491068173
173,"['rally', 'talk']",39.06590475587873
304,"['take', 'people']",388.66752378700636
325,"['man', 'President']",8.971832368872409
326,"['man', 'Obama']",8.971832368872409
327,"['man', 'reveal']",20.96626900822277
328,"['man', 'Muslim']",8.971832368872409
329,"['man', 'way']",99.20465972459213
331,"['believe', 'Clinton']",8.852093197337718
332,"['believe', 'body']",18.612426305510333
333,"['believe', 'show']",124.6823896752133
334,"['believe', 'photo']",22.776446732018357
1,"['thing', 'Trump']",10.51239548396783
336,"['believe', 'Klepper']",8.852093197337718
337,"['believe', 'pick']",19.096614485660126
338,"['believe', 'think']",183.40189742801525
339,"['believe', 'double.']",8.852093197337718
340,"['believe', 'say']",623.5602195560851
341,"['believe', 'President']",8.852093197337718
342,"['believe', 'Obama']",8.852093197337718
324,"['man', 'say']",631.9949007582771
323,"['man', 'double.']",8.971832368872409
322,"['man', 'pick']",19.354927716966596
312,"['people', 'appear']",139.19048827978983
305,"['take', 'appear']",102.63550997410937
306,"['take', 'reality']",56.010251467268105
307,"['Klepper', 'appear']",6.062677610089533
308,"['Klepper', 'reality']",3.308524482333167
309,"['find', 'people']",193.13254559687638
310,"['find', 'appear']",51.00054956172806
311,"['find', 'reality']",27.83202038594486
313,"['people', 'reality']",75.95903457165547
321,"['man', 'Klepper']",8.971832368872409
314,"['appear', 'reality']",20.058517301474357
315,"['man', 'believe']",79.4194962801498
316,"['man', 'Clinton']",8.971832368872409
317,"['man', 'body']",18.86419009249154
318,"['man', 'show']",126.36892479316322
319,"['man', 'photo']",23.08453576829467
320,"['man', 'candidate']",156.03901405444063
263,"['assume', 'star']",2.0895105605865347
262,"['assume', 'NBA']",0.9541408310410494
261,"['man', 'reply']",18.799248130136863
260,"['Johnson', 'reply']",2.095363283353407
199,"['love', 'wait']",5.374640448885099
200,"['love', 'hear']",12.332667394573997
201,"['love', 'god-emperor']",3.0095249343701234
203,"['Klepper', 'abundance']",0.20917620012530047
204,"['Klepper', 'wait']",1.7858766968514854
205,"['Klepper', 'hear']",4.097878457071217
206,"['Klepper', 'god-emperor']",1.0
207,"['find', 'abundance']",1.759635238375604
208,"['find', 'wait']",15.023179335370317
209,"['find', 'hear']",34.472235996845605
210,"['find', 'god-emperor']",8.412215334830394
211,"['abundance', 'wait']",0.37356290133971687
212,"['abundance', 'hear']",0.8571786442254864
213,"['abundance', 'god-emperor']",0.20917620012530047
214,"['wait', 'hear']",7.318305643013207
215,"['wait', 'god-emperor']",1.7858766968514854
216,"['hear', 'god-emperor']",4.097878457071217
198,"['love', 'abundance']",0.6295209899538867
197,"['love', 'find']",25.31677180346279
196,"['love', 'Klepper']",3.0095249343701234
185,"['Trump', 'abundance']",0.20917620012530047
175,"['rally', 'laugh']",3.947615838124388
176,"['rally', 'cry']",3.2033820241547595
178,"['talk', 'laugh']",9.407056337356167
179,"['talk', 'cry']",7.633568312365337
182,"['laugh', 'cry']",0.7713732821396685
183,"['Trump', 'love']",3.0095249343701234
184,"['Trump', 'find']",8.412215334830394
186,"['Trump', 'wait']",1.7858766968514854
195,"['say', 'god-emperor']",70.4421209374097
187,"['Trump', 'hear']",4.097878457071217
188,"['Trump', 'god-emperor']",1.0
189,"['say', 'love']",211.9973193910502
191,"['say', 'find']",592.5742899676551
192,"['say', 'abundance']",14.73481518645423
193,"['say', 'wait']",125.80094225891409
194,"['say', 'hear']",288.6632498598165
217,"['couple', 'people']",39.02205535088159
218,"['couple', 'Klepper']",1.6996717534312646
219,"['couple', 'talk']",16.399229042991063
250,"['AIDS', 'Bill']",1.0
243,"['tell', 'AIDS']",17.360707456181917
244,"['tell', 'get']",317.6368339989306
245,"['tell', 'Bill']",17.360707456181917
246,"['think', 'AIDS']",20.718477916971512
247,"['think', 'get']",379.07163330951704
248,"['think', 'Bill']",20.718477916971512
249,"['AIDS', 'get']",18.296307037062846
252,"['mess', 'Magic']",0.8916842171420574
241,"['man', 'Bill']",8.971832368872409
253,"['mess', 'Johnson']",0.8916842171420574
254,"['mess', 'man']",8.000041322167764
255,"['mess', 'reply']",1.8684023689451934
256,"['Magic', 'Johnson']",1.0
257,"['Magic', 'man']",8.971832368872409
258,"['Magic', 'reply']",2.095363283353407
259,"['Johnson', 'man']",8.971832368872409
242,"['tell', 'think']",359.68743405390774
240,"['man', 'get']",164.15139970594848
220,"['couple', 'rumor']",1.448682675020593
229,"['Klepper', 'Hillary']",1.0
221,"['couple', 'Hillary']",1.6996717534312646
222,"['couple', 'health']",5.68949453286391
224,"['people', 'talk']",221.51516227427183
